,altitude,date_time,device_info_serial,direction,latitude,longitude,speed_2d
2728,103,2013-09-16 18:20:22+00,851,-77.96116604,50.1931658,2.7335646,1.195700631
2729,102,2013-09-16 18:35:36+00,851,-85.81394015,50.1929548,2.733346,2.124923528
2730,106,2013-09-16 18:51:09+00,851,-66.29809065,50.192853,2.7327211,0.388329757
2731,103,2013-09-16 19:06:04+00,851,36.04361237,50.1926232,2.7327551,1.016070864
2732,107,2013-09-16 19:20:59+00,851,-28.96950197,50.1923028,2.7331114,0.2596151
2733,99,2013-09-16 19:35:55+00,851,-21.33344984,50.1921485,2.7326838,3.6531767
2734,105,2013-09-16 19:50:51+00,851,-40.82254346,50.1921752,2.7326265,0.184390889
2735,110,2013-09-16 20:05:47+00,851,-12.9488649,50.1925464,2.7323056,0.514003891
2736,101,2013-09-16 20:20:43+00,851,-38.05626079,50.1919549,2.7324289,1.133225485
2737,105,2013-09-16 20:35:40+00,851,86.49333102,50.19155,2.7323974,0.990454441
2738,105,2013-09-16 20:50:35+00,851,152.4448657,50.1917997,2.732583,0.25
2739,106,2013-09-16 21:20:37+00,851,-20.33160936,50.1918692,2.7330013,1.572036895
2740,101,2013-09-16 21:50:47+00,851,2.68889377,50.1935598,2.7307079,0.94005319
2741,106,2013-09-16 22:21:08+00,851,-56.43785098,50.1930352,2.7304486,0.13892444
2742,104,2013-09-16 22:51:08+00,851,-22.09648391,50.1936035,2.7308253,0.264764046
2743,102,2013-09-16 23:20:59+00,851,-103.967647,50.1936072,2.7308025,0.192353841
2744,104,2013-09-16 23:50:51+00,851,-151.6976911,50.1935853,2.7307665,0.305941171
2745,105,2013-09-17 00:20:45+00,851,-10.22665975,50.1936044,2.7307693,0.802309167
2746,103,2013-09-17 00:50:35+00,851,-81.59675191,50.1935957,2.7307187,0.674759216
2747,105,2013-09-17 01:20:41+00,851,-58.12945308,50.1935811,2.7307072,1.460308187
2748,109,2013-09-17 01:50:45+00,851,-110.9630871,50.1934369,2.7309296,0.222036033
2749,105,2013-09-17 02:21:08+00,851,-139.9585696,50.1935274,2.7307618,0.152643375
2750,99,2013-09-17 02:51:07+00,851,-47.53226451,50.1930072,2.7304204,2.139252206
2751,103,2013-09-17 03:06:04+00,851,-109.8311717,50.1927403,2.7306121,1.353587825
2752,105,2013-09-17 03:21:00+00,851,-22.76013859,50.1923349,2.7309991,0.466904701
2753,108,2013-09-17 03:35:56+00,851,-161.5839041,50.1928557,2.7307538,0.27784888
2754,109,2013-09-17 03:50:54+00,851,139.6582749,50.1925887,2.7303917,0.164012195
2755,106,2013-09-17 04:05:49+00,851,-72.47526542,50.1926746,2.7303059,1.500833102
2756,104,2013-09-17 04:21:08+00,851,15.37776545,50.1926544,2.7303141,0.155241747
2757,100,2013-09-17 04:36:12+00,851,-120.6147797,50.1925826,2.7302491,1.062308806
2758,149,2013-09-17 04:51:10+00,851,-76.93789793,50.1934482,2.6760017,7.883812529
2759,173,2013-09-17 05:06:06+00,851,-179.9979292,50.1595823,2.633094,7.407806693
2760,133,2013-09-17 05:21:00+00,851,-122.1804783,50.1170593,2.6161969,0.704556598
2761,145,2013-09-17 05:35:55+00,851,-118.3020115,50.1191383,2.6133928,6.901920023
2762,136,2013-09-17 05:50:52+00,851,-163.9247566,50.1169114,2.616569,0.331058907
2763,27,2013-09-17 06:05:48+00,851,-138.9867437,50.1216443,2.6096347,0.812526923
2764,15,2013-09-17 06:20:43+00,851,-81.13418197,50.1205684,2.6090384,0.323882695
2765,25,2013-09-17 06:35:41+00,851,-153.4273982,50.120402,2.6085809,4.730031712
2766,54,2013-09-17 06:50:37+00,851,-61.55090091,50.121905,2.6126501,0.411460812
2767,157,2013-09-17 07:05:44+00,851,-74.75507004,50.1296284,2.6010669,11.49184493
2768,145,2013-09-17 07:21:08+00,851,-4.20871604,50.1302808,2.5915087,0.210950231
2769,147,2013-09-17 07:36:11+00,851,147.022855,50.1302411,2.5915131,0.04472136
2770,145,2013-09-17 07:51:07+00,851,14.24161752,50.1302456,2.5915153,0.913509715
2771,150,2013-09-17 08:06:03+00,851,142.838899,50.1302277,2.591509,0.147648231
2772,156,2013-09-17 08:21:01+00,851,30.70541631,50.1521198,2.5935769,1.355064574
2773,164,2013-09-17 08:35:55+00,851,56.07440354,50.1522311,2.593567,2.233786024
2774,134,2013-09-17 08:51:11+00,851,-41.84766462,50.1522384,2.5933543,5.203124062
2775,131,2013-09-17 09:06:17+00,851,-112.4623102,50.1521537,2.593279,4.461255429
2776,147,2013-09-17 09:21:26+00,851,-179.6760876,50.151344,2.596484,0.200249844
2777,156,2013-09-17 09:36:29+00,851,171.334132,50.1515353,2.5965432,0.749666593
2778,157,2013-09-17 09:51:26+00,851,-6.639766909,50.1519275,2.596427,1.57990506
2779,153,2013-09-17 10:07:27+00,851,155.6166438,50.1519559,2.5968058,0.200997512
2780,157,2013-09-17 10:22:19+00,851,-72.20003091,50.1523544,2.5964379,0.839344983
2781,163,2013-09-17 10:37:18+00,851,-65.77180137,50.152228,2.5961237,0.73979727
2782,164,2013-09-17 10:52:14+00,851,-40.21759006,50.152256,2.5961043,1.471767645
2783,164,2013-09-17 11:07:08+00,851,-44.48334431,50.1522402,2.5961458,2.200954338
2784,153,2013-09-17 11:22:04+00,851,-33.00056104,50.1522249,2.5961512,0.439089968
2785,155,2013-09-17 11:37:01+00,851,-97.16001144,50.1522205,2.5961751,0.194164878
2786,149,2013-09-17 11:51:55+00,851,4.817576112,50.1522832,2.5961438,2.630304165
2787,141,2013-09-17 12:06:55+00,851,-10.83568381,50.1523717,2.5960868,8.441658605
2788,155,2013-09-17 12:21:47+00,851,-56.90059991,50.1522579,2.5964263,0.180277564
2789,156,2013-09-17 12:37:08+00,851,37.81021186,50.1521543,2.5973986,0.116619038
2790,151,2013-09-17 12:52:11+00,851,-79.39515461,50.1510988,2.5968982,1.862713075
2791,156,2013-09-17 13:07:18+00,851,-39.26157265,50.1509883,2.5978347,1.619135572
2792,151,2013-09-17 13:22:31+00,851,-58.06233164,50.1400736,2.6036479,0.880908622
2793,150,2013-09-17 13:37:42+00,851,-77.13611499,50.139258,2.6031018,1.015480182
2794,105,2013-09-17 13:52:55+00,851,-76.96012689,50.1376453,2.5983511,4.260187789
2795,149,2013-09-17 14:07:55+00,851,-40.93353097,50.1376544,2.5985641,3.012191893
2796,149,2013-09-17 14:22:51+00,851,-3.22973597,50.1376219,2.598624,0.261725047
2797,139,2013-09-17 14:37:48+00,851,-120.448782,50.1376077,2.598547,1.164173527
2798,143,2013-09-17 14:52:45+00,851,-77.45667167,50.1348214,2.591444,0.88391176
2799,29,2013-09-17 15:07:40+00,851,-59.1973519,50.1341316,2.5909604,4.691449669
2800,44,2013-09-17 15:23:05+00,851,-49.56325916,50.1337542,2.5922002,1.796273921
2801,101,2013-09-17 15:38:18+00,851,-70.43952628,50.1335535,2.5926781,7.184010022
2802,137,2013-09-17 15:53:39+00,851,-85.69336657,50.1324626,2.5969116,0.191049732
2803,135,2013-09-17 16:08:27+00,851,-81.39553759,50.1324047,2.5968605,0.980051019
2804,144,2013-09-17 16:23:26+00,851,-123.080551,50.1330683,2.5953238,0.560446251
2805,139,2013-09-17 16:38:21+00,851,-48.09357944,50.132802,2.593804,1.620030864
2806,138,2013-09-17 16:53:17+00,851,-132.408764,50.128484,2.5985048,1.21823643
2807,161,2013-09-17 17:08:13+00,851,-178.9529728,50.1256913,2.6022224,5.981412877
2808,142,2013-09-17 17:23:11+00,851,-79.84543461,50.1201876,2.6128919,3.213611675
2809,44,2013-09-17 17:38:03+00,851,-58.27564322,50.1186681,2.6165511,1.32321578
2810,139,2013-09-17 17:53:12+00,851,103.630384,50.117486,2.6183979,1.462942241
2811,221,2013-09-17 18:10:26+00,851,32.00594292,50.1611205,2.6926595,18.34014722
2812,108,2013-09-17 18:25:20+00,851,101.3117243,50.1920064,2.7308144,0.770064932
2813,114,2013-09-17 18:40:11+00,851,171.7793961,50.192176,2.7306664,0.508035432
2814,110,2013-09-17 18:55:08+00,851,-8.768461038,50.1934892,2.731465,0.555787729
2815,108,2013-09-17 19:10:03+00,851,-15.1347286,50.1939619,2.7317567,0.539351462
2816,105,2013-09-17 19:25:00+00,851,29.85385008,50.1941599,2.7325124,0.466154481
2817,106,2013-09-17 19:39:57+00,851,-36.99131143,50.1938659,2.7310788,0.174642492
2818,105,2013-09-17 19:54:54+00,851,-47.55643661,50.1938528,2.7310495,0.534134814
2819,110,2013-09-17 20:09:48+00,851,-34.47329389,50.1937399,2.7309074,0.264007576
2820,104,2013-09-17 20:24:48+00,851,-41.3340577,50.1936991,2.7308472,1.382208378
2821,106,2013-09-17 20:39:44+00,851,21.34814592,50.1936101,2.7310213,0.182482876
2822,88,2013-09-17 20:54:43+00,851,-18.2579349,50.1940698,2.7315676,5.680184856
2823,107,2013-09-17 21:25:02+00,851,149.7110708,50.193955,2.7311894,0.144222051
2824,107,2013-09-17 21:55:26+00,851,-14.3104951,50.1938425,2.7310267,0.161554944
2825,106,2013-09-17 22:25:15+00,851,-30.8148321,50.1937515,2.7309632,0.228035085
2826,102,2013-09-17 22:55:08+00,851,164.211149,50.1936786,2.7309427,0.717843994
2827,103,2013-09-17 23:25:00+00,851,-25.48107828,50.1939065,2.7312385,0.456946386
2828,103,2013-09-17 23:54:51+00,851,-87.09069837,50.1938214,2.7309066,0.935093578
2829,109,2013-09-18 00:25:08+00,851,-29.89272917,50.1938467,2.731003,0.398246155
2830,103,2013-09-18 00:55:08+00,851,136.2040783,50.1937787,2.7309727,1.55
2831,103,2013-09-18 01:25:33+00,851,49.50457486,50.1937969,2.7311162,0.356931366
2832,101,2013-09-18 01:55:24+00,851,-34.16685774,50.1938667,2.7310496,0.357770876
2833,101,2013-09-18 02:25:26+00,851,-54.45553583,50.194156,2.7315046,1.270039369
2834,106,2013-09-18 02:55:57+00,851,-138.0663181,50.1940704,2.7313852,0.274590604
2835,113,2013-09-18 03:10:51+00,851,-12.38707641,50.1940429,2.7314423,0.128062485
2836,98,2013-09-18 03:25:47+00,851,-137.8020097,50.1940795,2.7315216,2.21054292
2837,102,2013-09-18 03:40:43+00,851,-83.8922028,50.1940338,2.7312412,1.94825563
2838,107,2013-09-18 03:55:40+00,851,-95.32208594,50.1939551,2.7313409,0.308706981
2839,102,2013-09-18 04:10:40+00,851,-80.280995,50.1940699,2.7313826,1.683151805
2840,101,2013-09-18 04:25:32+00,851,-75.0449308,50.1939499,2.7312304,1.945584745
2841,110,2013-09-18 04:40:27+00,851,-80.39610003,50.1939394,2.7311625,0.822009732
2842,174,2013-09-18 04:55:42+00,851,-141.7084192,50.192443,2.7006277,8.42200095
2843,158,2013-09-18 05:10:39+00,851,-167.6540816,50.1653743,2.6258522,8.876829389
2844,145,2013-09-18 05:25:36+00,851,0.73575417,50.135349,2.5908159,1.160387866
2845,143,2013-09-18 05:41:02+00,851,173.6730597,50.1278201,2.5966051,0.308058436
2846,145,2013-09-18 05:55:56+00,851,-123.4624829,50.1268252,2.5951668,1.079120012
2847,138,2013-09-18 06:11:26+00,851,-26.7340076,50.1314151,2.595873,0.346698716
2848,141,2013-09-18 06:26:38+00,851,160.0471592,50.1327464,2.5963894,0.064031242
2849,143,2013-09-18 06:41:33+00,851,61.36743488,50.1327736,2.5964309,1.428985654
2850,155,2013-09-18 06:56:48+00,851,-84.94309306,50.1316915,2.5943429,1.600281225
2851,161,2013-09-18 07:11:43+00,851,169.4428356,50.1314182,2.5943286,6.10518632
2852,133,2013-09-18 07:26:48+00,851,-131.6901335,50.1316382,2.594277,1.274715655
2853,145,2013-09-18 07:42:01+00,851,-93.76883215,50.1316296,2.5943038,0.727186359
2854,140,2013-09-18 07:57:33+00,851,-160.7651538,50.1316237,2.5950795,0.27202941
2855,134,2013-09-18 08:12:28+00,851,107.5825137,50.1316208,2.5950942,1.296341005
2856,150,2013-09-18 08:27:24+00,851,136.6539625,50.1370592,2.6010177,0.297321375
2857,-91,2013-09-18 08:42:20+00,851,-130.1154605,50.1367508,2.6014266,7.4884244
2858,-154,2013-09-18 08:57:18+00,851,30.79155479,50.1348177,2.6029952,0.624339651
2859,-291,2013-09-18 09:12:11+00,851,4.061250416,50.1294012,2.5974403,0.253179778
2860,-58,2013-09-18 09:27:08+00,851,-15.84353223,50.1287145,2.5966144,1.451654229
2861,-113,2013-09-18 09:42:04+00,851,7.277655986,50.1315962,2.5981905,1.970913494
2862,-22,2013-09-18 09:57:00+00,851,138.6047067,50.1329286,2.5936063,0.483838816
2863,141,2013-09-18 10:13:02+00,851,-33.39539116,50.1324275,2.5970476,0.509901951
2864,132,2013-09-18 10:28:09+00,851,-138.6963988,50.1322599,2.5970736,1.276322843
2865,142,2013-09-18 10:43:21+00,851,151.1977821,50.1322385,2.5971044,0.436806593
2866,134,2013-09-18 10:58:20+00,851,141.5970135,50.1322054,2.597134,0.34
2867,131,2013-09-18 11:13:18+00,851,145.029565,50.1321969,2.5971576,0.645368112
2868,141,2013-09-18 11:28:14+00,851,1.699919422,50.1336629,2.5926724,1.800249983
2869,141,2013-09-18 11:43:09+00,851,134.4837992,50.1310236,2.5939021,1.073778376
2870,150,2013-09-18 11:58:38+00,851,-169.3267002,50.1388145,2.6036072,0.180277564
2871,155,2013-09-18 12:13:47+00,851,5.582430099,50.1396167,2.6036955,1.913164917
2872,150,2013-09-18 12:29:19+00,851,163.4336446,50.1388285,2.6036253,0.708025423
2873,145,2013-09-18 12:44:15+00,851,-109.4108451,50.1403186,2.5988328,0.586941224
2874,145,2013-09-18 12:59:11+00,851,-163.2639864,50.1377038,2.5981401,0.308706981
2875,149,2013-09-18 13:14:04+00,851,177.0674663,50.1338994,2.6018817,2.075114455
2876,139,2013-09-18 13:29:01+00,851,-34.3794122,50.1322638,2.5971198,4.662231225
2877,200,2013-09-18 13:44:10+00,851,-38.05995447,50.1345043,2.598926,3.127075311
2878,137,2013-09-18 13:59:09+00,851,50.87842831,50.1344533,2.5991164,2.576509266
2879,128,2013-09-18 14:14:04+00,851,60.05359329,50.1323838,2.5965336,1.145862121
2880,130,2013-09-18 14:29:05+00,851,68.32615876,50.117926,2.5699075,0.94810337
2881,149,2013-09-18 14:43:55+00,851,118.6743649,50.1202301,2.569716,9.706003297
2882,134,2013-09-18 14:58:57+00,851,11.10282811,50.1176737,2.5684226,0.250798724
2883,137,2013-09-18 15:13:50+00,851,-1.218218577,50.1150375,2.5566701,1.542627628
2884,141,2013-09-18 15:29:09+00,851,53.05141075,50.1139014,2.5539629,0.990353472
2885,135,2013-09-18 15:44:15+00,851,27.11190865,50.1140071,2.5510305,2.409502023
2886,147,2013-09-18 15:59:09+00,851,5.949395274,50.1171491,2.5501248,0.511566222
2887,137,2013-09-18 16:14:48+00,851,20.99437945,50.1231633,2.5555161,1.015332458
2888,117,2013-09-18 16:30:01+00,851,62.03557475,50.1259324,2.556872,1.274754878
2889,125,2013-09-18 16:45:37+00,851,44.40267346,50.1259217,2.5569306,1.031746093
2890,142,2013-09-18 17:00:30+00,851,54.00700537,50.120656,2.5584032,0.553172667
2891,138,2013-09-18 17:15:24+00,851,93.77948099,50.1208329,2.5586369,2.312509459
2892,137,2013-09-18 17:30:31+00,851,61.64144261,50.1207424,2.5588204,1.475127113
2893,138,2013-09-18 17:45:43+00,851,63.43665816,50.1337741,2.5935083,3.456356463
2894,150,2013-09-18 18:01:09+00,851,-118.5787384,50.1358106,2.6023142,0.550363516
2895,244,2013-09-18 18:16:15+00,851,52.70453365,50.1719737,2.6696676,13.39039208
2896,109,2013-09-18 18:31:13+00,851,37.33115151,50.1923067,2.7314518,0.619838689
2897,108,2013-09-18 18:46:04+00,851,-141.1380985,50.1919575,2.7311549,0.711125868
2898,107,2013-09-18 19:00:59+00,851,160.0254413,50.1920084,2.7313394,0.086023253
2899,102,2013-09-18 19:15:55+00,851,4.187002302,50.1919013,2.7312873,0.11
2900,106,2013-09-18 19:30:51+00,851,-175.0002524,50.1920972,2.7309969,0.15132746
2901,111,2013-09-18 19:45:48+00,851,-9.739604618,50.1925715,2.7306557,0.596824932
2902,105,2013-09-18 20:01:08+00,851,128.7291407,50.1923096,2.7307873,0.104403065
2903,105,2013-09-18 20:16:11+00,851,-89.77931915,50.1924558,2.7308635,0.056568542
2904,104,2013-09-18 20:31:08+00,851,35.58123196,50.1924913,2.730568,0.737563557
2905,108,2013-09-18 20:46:04+00,851,-10.04022546,50.192706,2.730179,0.537587202
2906,104,2013-09-18 21:15:56+00,851,-74.48956542,50.1927308,2.730097,1.780365131
2907,88,2013-09-18 21:46:05+00,851,155.1748932,50.1926033,2.7301816,0.827647268
2908,110,2013-09-18 22:15:56+00,851,-81.57835614,50.1927572,2.7301605,0.362353419
2909,106,2013-09-18 22:46:05+00,851,4.841104965,50.1927783,2.7301578,0.11045361
2910,95,2013-09-18 23:15:59+00,851,172.0601939,50.1927466,2.7301321,1.03576059
2911,102,2013-09-18 23:45:49+00,851,-19.86512217,50.1921295,2.7316576,0.235372046
2912,103,2013-09-19 00:15:51+00,851,-21.29222957,50.1925476,2.7302799,2.276839915
2913,105,2013-09-19 00:46:09+00,851,-88.85731611,50.1925634,2.7302813,0.354682957
2914,113,2013-09-19 01:16:15+00,851,-28.74539248,50.1924993,2.7302789,0.604400529
2915,111,2013-09-19 01:46:05+00,851,87.06936977,50.1925345,2.7303477,2.895600111
2916,98,2013-09-19 02:16:08+00,851,-57.21266588,50.1925881,2.7301878,3.40898812
2917,103,2013-09-19 02:46:39+00,851,-163.4275033,50.1926821,2.7301877,0.1
2918,91,2013-09-19 03:01:48+00,851,-166.6761173,50.1925444,2.7301164,0.411096096
2919,99,2013-09-19 03:16:44+00,851,-161.1647453,50.1925662,2.7301265,0.114017543
2920,97,2013-09-19 03:31:39+00,851,-115.6939235,50.1925602,2.7300789,0.652150289
2921,89,2013-09-19 03:46:36+00,851,-48.44448509,50.1925683,2.7300407,2.536178227
2922,48,2013-09-19 04:01:50+00,851,-98.38535461,50.1925417,2.7297046,2.461381726
2923,106,2013-09-19 04:17:08+00,851,0.855036087,50.1925924,2.7301428,0.30016662
2924,105,2013-09-19 04:32:12+00,851,9.582149106,50.1925989,2.7301548,0.571401785
2925,191,2013-09-19 04:47:14+00,851,-93.21222138,50.2014449,2.6926659,6.06066828
2926,140,2013-09-19 05:02:05+00,851,-71.66043685,50.1958499,2.659676,0.870976464
2927,162,2013-09-19 05:17:06+00,851,132.7447773,50.1620072,2.6110679,3.434020967
2928,141,2013-09-19 05:32:01+00,851,-79.50274104,50.1320079,2.5936589,2.216528818
2929,153,2013-09-19 05:47:38+00,851,-91.05141956,50.094418,2.6011202,11.28815751
2930,150,2013-09-19 06:03:08+00,851,136.52482,50.0993348,2.5897048,0.549181209
2931,143,2013-09-19 06:18:05+00,851,58.1412858,50.0958066,2.5894476,0.98488578
2932,147,2013-09-19 06:33:05+00,851,130.6826786,50.089595,2.5809428,1.533264491
2933,139,2013-09-19 06:47:55+00,851,11.54261134,50.0891116,2.5839858,2.197384809
2934,148,2013-09-19 07:03:30+00,851,177.0628101,50.0890998,2.5839673,0.171172428
2935,150,2013-09-19 07:18:22+00,851,89.05933288,50.0890937,2.5839943,0.18973666
2936,160,2013-09-19 07:33:20+00,851,95.31884558,50.0933725,2.590336,0.773692445
2937,131,2013-09-19 07:48:13+00,851,0.857850865,50.0934119,2.590247,3.582359558
2938,136,2013-09-19 08:03:20+00,851,28.60468857,50.0940352,2.5903005,0.78638413
2939,140,2013-09-19 08:18:39+00,851,-49.49541103,50.0940998,2.5902251,0.136014705
2940,98,2013-09-19 08:33:32+00,851,-108.5396015,50.0940571,2.5898325,11.89853773
2941,125,2013-09-19 08:48:32+00,851,-39.59154579,50.0942479,2.5900875,7.624572119
2942,140,2013-09-19 09:03:35+00,851,-23.43036312,50.0940494,2.5902348,2.900844705
2943,133,2013-09-19 09:19:09+00,851,-20.03080464,50.0941502,2.5902202,3.5
2944,134,2013-09-19 09:34:04+00,851,-42.71731435,50.094162,2.5901874,2.729688627
2945,129,2013-09-19 09:49:01+00,851,-29.90462674,50.0941582,2.5902835,3.844008325
2946,143,2013-09-19 10:03:58+00,851,-77.15807665,50.0783735,2.5888779,11.12802768
2947,137,2013-09-19 10:18:56+00,851,-163.4380037,50.0480401,2.5499198,0.2596151
2948,130,2013-09-19 10:34:08+00,851,60.77354882,50.0372933,2.5491771,0.067082039
2949,63,2013-09-19 10:49:00+00,851,129.8882002,50.013789,2.5543209,1.672004785
2950,67,2013-09-19 11:03:55+00,851,-147.0610014,50.0135948,2.553411,0.218403297
2951,69,2013-09-19 11:18:51+00,851,135.0823621,50.0163291,2.5511504,2.849175319
2952,78,2013-09-19 11:33:47+00,851,-90.63300529,50.020992,2.545627,1.469863939
2953,79,2013-09-19 11:49:09+00,851,-154.6970418,50.0201375,2.5459056,0.072801099
2954,73,2013-09-19 12:04:15+00,851,-21.53999385,50.0211681,2.5443043,0.417851648
2955,69,2013-09-19 12:19:10+00,851,36.59164278,50.0215197,2.5440063,1.504559736
2956,78,2013-09-19 12:34:04+00,851,59.70973035,50.0215431,2.5446175,0.219317122
2957,71,2013-09-19 12:49:02+00,851,-149.4316416,50.0214854,2.5444226,0.161245155
2958,89,2013-09-19 13:04:33+00,851,0.298113493,50.024302,2.5482386,0.71063352
2959,90,2013-09-19 13:19:23+00,851,14.97647304,50.0243098,2.5482445,0.02236068
2960,92,2013-09-19 13:34:20+00,851,3.439994005,50.0243083,2.5481559,0.158113883
2961,68,2013-09-19 13:49:16+00,851,-116.4168439,50.0080282,2.5071052,0.254950976
2962,95,2013-09-19 14:04:13+00,851,-124.6508826,50.007076,2.4763532,7.372218119
2963,94,2013-09-19 14:19:07+00,851,-35.91493667,50.0119051,2.4656646,0.822800097
2964,92,2013-09-19 14:34:06+00,851,-41.69551962,50.0117376,2.4657889,1.506021248
2965,87,2013-09-19 14:49:00+00,851,-47.72482695,50.0110065,2.46449,2.116341182
2966,84,2013-09-19 15:03:55+00,851,-54.00286792,50.0102364,2.4664381,1.176137747
2967,81,2013-09-19 15:18:51+00,851,-29.06226575,50.0101841,2.4664701,0.742495791
2968,86,2013-09-19 15:33:47+00,851,-13.96184099,50.0102578,2.4662696,0.926498786
2969,86,2013-09-19 15:49:09+00,851,25.63361517,50.0104027,2.4662119,0.773886297
2970,87,2013-09-19 16:04:11+00,851,-176.6422741,50.0103097,2.466123,0.11045361
2971,97,2013-09-19 16:19:10+00,851,-14.45478378,50.0102612,2.4662024,0.670820393
2972,83,2013-09-19 16:34:03+00,851,-29.47015758,50.010327,2.4661315,0.358468967
2973,94,2013-09-19 16:48:59+00,851,91.68673174,50.0117754,2.4659541,0.952732911
2974,99,2013-09-19 17:03:56+00,851,45.65663358,50.0360541,2.517898,0.310644491
2975,95,2013-09-19 17:18:53+00,851,40.58157782,50.0351286,2.5191543,0.351710108
2976,208,2013-09-19 17:33:50+00,851,79.59865817,50.0470906,2.5322412,6.793894318
2977,281,2013-09-19 17:48:54+00,851,63.63793306,50.1672979,2.6910309,17.65769237
2978,105,2013-09-19 18:05:32+00,851,54.53504874,50.1924394,2.7303615,0.742024258
2979,106,2013-09-19 18:20:30+00,851,35.79269148,50.1939874,2.7308186,0.737902433
2980,105,2013-09-19 18:35:24+00,851,-57.80295577,50.1931802,2.730356,1.808341782
2981,105,2013-09-19 18:50:30+00,851,-59.91854639,50.1931123,2.7303478,0.266270539
2982,215,2013-09-19 19:05:42+00,851,-109.2232162,50.1930421,2.7301724,7.6401178
2983,99,2013-09-19 19:20:45+00,851,-161.4320246,50.1930402,2.7303094,0.842021377
2984,90,2013-09-19 19:35:39+00,851,-61.87565083,50.1930258,2.7301834,2.117829077
2985,101,2013-09-19 19:50:35+00,851,-73.68858186,50.1926619,2.7302315,1.564001279
2986,104,2013-09-19 20:05:33+00,851,-16.89568682,50.1926507,2.7302471,0.339558537
2987,105,2013-09-19 20:20:27+00,851,-75.49365701,50.1925967,2.7302386,1.325745074
2988,102,2013-09-19 20:35:27+00,851,-42.35861214,50.1926374,2.7302077,2.57200311
2989,108,2013-09-19 20:50:20+00,851,-76.30840296,50.1925731,2.7302551,1.686475615
2990,102,2013-09-19 21:20:39+00,851,-6.872566299,50.192501,2.7301359,0.643816744
2991,110,2013-09-19 21:51:08+00,851,-43.44048475,50.1925274,2.7302592,0.336154726
2992,97,2013-09-19 22:21:11+00,851,-64.55234296,50.1925785,2.7300759,1.25
2993,106,2013-09-19 22:51:38+00,851,145.4353022,50.1925643,2.7302138,0.106301458
2994,107,2013-09-19 23:21:31+00,851,-2.365058451,50.1925587,2.7302053,0.15
2995,109,2013-09-19 23:51:27+00,851,81.74007308,50.1925656,2.7303004,3.235011592
2996,99,2013-09-20 00:21:18+00,851,38.5787218,50.1926442,2.7301922,2.607259097
2997,99,2013-09-20 00:51:10+00,851,118.4725122,50.1926048,2.7300707,1.659216683
2998,101,2013-09-20 01:21:12+00,851,-56.23228446,50.1926095,2.7300528,2.166702564
2999,103,2013-09-20 01:51:39+00,851,-30.13812586,50.1925611,2.7301422,0.335410197
3000,97,2013-09-20 02:21:32+00,851,-47.01802142,50.1925937,2.7300777,1.838314445
3001,94,2013-09-20 02:51:27+00,851,5.20843847,50.1925971,2.7301315,3.940050761
3002,106,2013-09-20 03:06:20+00,851,41.98086846,50.1925819,2.7301257,0.445982062
3003,104,2013-09-20 03:21:15+00,851,-26.78893682,50.192578,2.7301217,0.224722051
3004,100,2013-09-20 03:36:11+00,851,150.1673115,50.192568,2.7301139,0.636317531
3005,97,2013-09-20 03:51:07+00,851,18.94418705,50.1926094,2.730115,2.076174366
3006,105,2013-09-20 04:06:38+00,851,-82.5856939,50.1925999,2.7301099,0.04472136
3007,105,2013-09-20 04:21:31+00,851,39.52324087,50.192598,2.7301079,0.252388589
3008,101,2013-09-20 04:36:27+00,851,-22.27907534,50.1912773,2.7313093,1.37640837
3009,177,2013-09-20 04:51:24+00,851,-111.9044294,50.1893483,2.6673465,8.843031155
3010,155,2013-09-20 05:06:20+00,851,-70.98585118,50.1524645,2.5952321,1.050951949
3011,204,2013-09-20 05:21:18+00,851,154.1427696,50.1300093,2.5724124,9.001872028
3012,158,2013-09-20 05:36:12+00,851,-137.7272916,50.121066,2.6087418,7.173067684
3013,139,2013-09-20 05:51:08+00,851,-177.8754119,50.1184204,2.613384,1.150043477
3014,184,2013-09-20 06:06:05+00,851,86.64210345,50.0999355,2.5939095,13.22345265
3015,151,2013-09-20 06:21:01+00,851,-158.6128208,50.0958004,2.5879792,0.392937654
3016,152,2013-09-20 06:35:56+00,851,-86.60162559,50.095678,2.5883477,0.315753068
3017,107,2013-09-20 06:51:05+00,851,-101.8105674,50.0919131,2.5968154,2.667320753
3018,138,2013-09-20 07:06:57+00,851,-30.63543393,50.0813193,2.6196698,0.751531769
3019,141,2013-09-20 07:21:48+00,851,108.5005023,50.0813014,2.6196825,0.117046999
3020,132,2013-09-20 07:36:44+00,851,-40.13682627,50.0813743,2.6195468,4.707440918
3021,140,2013-09-20 07:51:41+00,851,-69.14362845,50.0813682,2.6195438,0.78644771
3022,-63,2013-09-20 08:06:38+00,851,117.0898131,50.0821083,2.6197756,1.184060809
3023,-30,2013-09-20 08:21:32+00,851,102.5702182,50.0820612,2.6192391,1.550290295
3024,-30,2013-09-20 08:36:31+00,851,-15.5441785,50.0823545,2.618729,2.598865137
3025,72,2013-09-20 08:51:24+00,851,-62.0161153,50.080556,2.6201677,1.441006593
3026,-7,2013-09-20 09:06:21+00,851,-20.40409877,50.0814118,2.6198145,2.032732152
3027,146,2013-09-20 09:21:17+00,851,-16.8433857,50.0814324,2.6194785,1.765106229
3028,228,2013-09-20 09:36:12+00,851,-179.5077176,50.0817941,2.6189173,0.800249961
