,altitude,date_time,device_info_serial,direction,latitude,longitude,speed_2d
142,158,2013-08-16 16:13:27+00,851,-154.8974699,49.5416559,2.2695875,0.12
143,159,2013-08-16 16:28:23+00,851,-26.45781574,49.5430278,2.2717073,0.241660919
144,201,2013-08-16 16:43:19+00,851,31.8921042,49.5437983,2.2718671,0.611310069
145,174,2013-08-16 16:58:17+00,851,9.059459533,49.5599856,2.2719863,0.650076919
146,149,2013-08-16 17:13:11+00,851,-0.257132321,49.5600996,2.2721178,0.230217289
147,129,2013-08-16 17:28:09+00,851,144.5864191,49.5620559,2.266698,3.038190251
148,148,2013-08-16 17:43:06+00,851,8.151599303,49.5914959,2.2791552,8.631042811
149,104,2013-08-16 17:58:16+00,851,-26.58749813,49.6678885,2.3260374,9.148868783
150,103,2013-08-16 18:13:38+00,851,0.583030893,49.7066427,2.3302923,0.03
151,99,2013-08-16 18:28:39+00,851,45.8218675,49.7066685,2.3303191,1.626929624
152,139,2013-08-16 18:43:39+00,851,-13.17597031,49.7680824,2.3211426,9.31222852
153,214,2013-08-16 18:58:33+00,851,12.95153325,49.8461735,2.3115688,8.162413859
154,97,2013-08-16 19:13:30+00,851,-5.70668982,49.9170803,2.2934837,10.35073427
155,56,2013-08-16 19:28:23+00,851,164.7823154,49.9307637,2.2768063,0.123693169
156,84,2013-08-16 19:43:21+00,851,-29.77910603,49.9330219,2.2762634,0.196977156
157,62,2013-08-16 19:58:37+00,851,113.5111963,49.9324748,2.2726674,0.064031242
158,61,2013-08-16 20:13:27+00,851,-80.15319356,49.9324707,2.2726698,1.557690598
159,55,2013-08-16 20:28:23+00,851,30.88669737,49.9324707,2.2726775,1.698146048
160,64,2013-08-16 20:43:19+00,851,90.49016528,49.9324263,2.2725883,0.17
161,65,2013-08-16 20:58:15+00,851,55.47375554,49.9324368,2.2726277,0.403112887
162,54,2013-08-16 21:28:19+00,851,-33.94043669,49.9324889,2.272612,1.821675053
163,65,2013-08-16 21:58:17+00,851,2.497590532,49.9324619,2.2725074,0.150332964
164,60,2013-08-16 22:28:38+00,851,-73.90656509,49.9323957,2.2725469,0.080622577
165,58,2013-08-16 22:58:31+00,851,-34.47684374,49.9326642,2.2723543,0.308706981
166,58,2013-08-16 23:28:24+00,851,-165.7026058,49.9323739,2.2723001,0.869252552
167,59,2013-08-16 23:58:18+00,851,-146.0516239,49.9323354,2.2722767,2.488091638
168,66,2013-08-17 00:28:07+00,851,-131.3228427,49.9323392,2.2723316,0.125299641
169,77,2013-08-17 00:58:00+00,851,-74.98967441,49.9322713,2.2722299,1.756018223
170,65,2013-08-17 01:27:54+00,851,-146.8282086,49.9324233,2.2720466,0.145602198
171,59,2013-08-17 01:57:45+00,851,131.9324405,49.9324247,2.2721145,1.632727779
172,58,2013-08-17 02:28:43+00,851,64.54358123,49.9325038,2.2720739,0.774661216
173,40,2013-08-17 02:58:42+00,851,31.24295631,49.9325973,2.2721352,2.441311123
174,62,2013-08-17 03:13:45+00,851,30.37191091,49.9324423,2.2720134,0.792022727
175,64,2013-08-17 03:28:40+00,851,-124.2573944,49.9324609,2.2719487,1.612265487
176,62,2013-08-17 03:43:47+00,851,-22.70343515,49.9324939,2.2720918,2.483867951
177,63,2013-08-17 03:58:59+00,851,-54.7355836,49.9323801,2.2718691,1.788854382
178,129,2013-08-17 04:14:18+00,851,150.2739837,49.9805381,2.2549747,1.0878419
179,70,2013-08-17 04:29:39+00,851,112.4313526,49.9805216,2.2546483,0.584636639
180,63,2013-08-17 04:44:53+00,851,5.326460176,49.9815924,2.2545292,1.370328428
181,71,2013-08-17 05:00:27+00,851,-56.7190962,49.9822107,2.254072,0.854283325
182,74,2013-08-17 05:15:21+00,851,-34.93399041,49.9822827,2.2536658,1.896786757
183,71,2013-08-17 05:30:15+00,851,-17.34681749,49.9824191,2.2542697,0.817435013
184,70,2013-08-17 05:45:11+00,851,-4.902117993,49.9823442,2.2534639,0.282842712
185,73,2013-08-17 06:00:39+00,851,-96.74356629,49.9822974,2.2533956,0.312409987
186,65,2013-08-17 06:15:40+00,851,32.00137378,49.9824496,2.2535147,1.347367804
187,73,2013-08-17 06:31:03+00,851,-108.4087165,49.9824295,2.2535174,0.470956474
188,77,2013-08-17 06:46:00+00,851,54.66365394,49.984436,2.2484395,2.986050904
189,-138,2013-08-17 07:00:57+00,851,178.7402523,49.9859246,2.2452769,0.450444225
190,-77,2013-08-17 07:16:02+00,851,128.1079298,49.9846152,2.2462101,13.38529417
191,76,2013-08-17 07:31:36+00,851,-49.48866774,49.9845203,2.2416656,0.327566787
192,112,2013-08-17 07:46:36+00,851,-79.20976517,50.0103878,2.2174803,2.692953769
193,123,2013-08-17 08:01:27+00,851,-56.08615778,50.0097151,2.2167234,3.17044161
194,227,2013-08-17 08:16:23+00,851,152.4468038,50.0107673,2.2155589,2.347701003
195,389,2013-08-17 08:31:20+00,851,-45.86329004,50.0113574,2.2133494,0.612943717
196,373,2013-08-17 08:46:19+00,851,15.02460371,50.010444,2.2127724,1.009752445
197,250,2013-08-17 09:01:12+00,851,-150.253646,50.0103475,2.2124103,0.308868904
198,244,2013-08-17 09:16:12+00,851,-153.3916104,50.0101235,2.2142108,0.782943165
199,97,2013-08-17 09:49:51+00,851,-141.3802881,50.0178947,2.1587955,0.528015151
200,90,2013-08-17 10:04:41+00,851,-96.87439029,50.0172788,2.159384,0.236008474
201,86,2013-08-17 10:19:35+00,851,-121.4142313,50.0159261,2.160867,0.657343137
202,228,2013-08-17 10:34:32+00,851,-107.2942112,50.0155632,2.1612104,0.254950976
203,84,2013-08-17 10:49:35+00,851,101.1964199,50.0159803,2.1606358,1.748056063
204,116,2013-08-17 11:04:37+00,851,-30.78375235,50.0103107,2.1785451,1.079120012
205,114,2013-08-17 11:20:18+00,851,-129.8523649,50.0094239,2.1793744,0.053851648
206,124,2013-08-17 11:35:31+00,851,80.52795905,50.0092684,2.1802613,12.39143252
207,114,2013-08-17 11:50:57+00,851,-153.2908179,50.0093687,2.1791836,0.09486833
208,420,2013-08-17 12:07:06+00,851,131.8002066,50.0120426,2.1899676,7.085936776
209,123,2013-08-17 12:22:09+00,851,-66.19205317,50.0706825,2.1811916,0.16643317
210,174,2013-08-17 12:37:22+00,851,115.1298216,50.0558503,2.2409207,16.22317478
211,136,2013-08-17 12:52:30+00,851,-34.58608952,50.0734024,2.2845971,2.444994888
212,144,2013-08-17 13:07:21+00,851,-84.05717717,50.0730931,2.2843646,1.743846324
213,156,2013-08-17 13:22:20+00,851,104.3138189,50.0736937,2.2848854,1.69
214,164,2013-08-17 13:37:24+00,851,172.1302894,50.0733439,2.2848352,2.514537731
215,141,2013-08-17 13:52:57+00,851,-31.41233247,50.0733931,2.2844969,0.425440948
216,142,2013-08-17 14:08:26+00,851,58.95414603,50.0733954,2.2844956,0.144222051
217,143,2013-08-17 14:23:39+00,851,-18.7739158,50.0734022,2.2844932,0.509607692
218,131,2013-08-17 14:38:32+00,851,-63.15905592,50.0610282,2.3126797,0.786002545
219,333,2013-08-17 14:53:28+00,851,,50.059118,2.3135762,
220,123,2013-08-17 15:09:03+00,851,-23.55289806,50.0612735,2.3130983,0.528109837
221,133,2013-08-17 15:24:04+00,851,-80.33005779,50.0612725,2.3132268,1.167775663
222,138,2013-08-17 15:39:39+00,851,67.7850498,50.0616821,2.3125287,0.334215499
223,142,2013-08-17 15:54:33+00,851,-151.1080872,50.0614686,2.3131712,1.853105502
224,135,2013-08-17 16:09:28+00,851,-32.66951648,50.0607629,2.3137208,1.194361754
225,130,2013-08-17 16:24:25+00,851,3.053782239,50.0609769,2.3130464,2.900155168
226,125,2013-08-17 16:39:21+00,851,-125.5367846,50.0604698,2.3128933,1.960102038
227,280,2013-08-17 16:54:17+00,851,-100.7356373,50.0586464,2.3158243,1.042017274
228,306,2013-08-17 17:09:13+00,851,1.049310056,50.061139,2.314125,3.690867107
229,284,2013-08-17 17:24:07+00,851,-167.6147852,50.0603641,2.313633,0.593632883
230,250,2013-08-17 17:39:04+00,851,-78.16321031,50.0599244,2.3134739,1.112519663
231,252,2013-08-17 17:53:59+00,851,-82.99191931,50.0598754,2.3134734,0.724223722
232,133,2013-08-17 18:09:26+00,851,-130.0260675,50.0611716,2.3132801,0.3
233,122,2013-08-17 18:24:30+00,851,120.0170556,50.0570657,2.3060081,2.660920893
234,127,2013-08-17 18:39:20+00,851,-97.92290459,50.0515018,2.3020606,1.964611921
